query_id,category,model,first_tool,tool_correct,tool_in_any_of,param_score,latency_ms,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,cost_usd,error,justification
q17,clear_single,gpt-4o-mini,whoop_list_recoveries,true,true,3,1188,72,33,1536,0,0.000146,,"Correct tool choice. Date range uses a fixed month in 2023 rather than 'lately' (e.g., last 7-14 days from today), so args are usable but coarse and likely stale."
q18,clear_single,gpt-4o-mini,whoop_list_cycles,true,true,4,1542,73,31,1536,0,0.000145,,"Correct tool. Date range covers a week but uses a hardcoded 2023 date rather than current week, which may be stale."
q19,clear_single,gpt-4o-mini,notion_search,true,true,3,872,1607,15,0,0,0.000250,,"Correct tool. Query 'database' is a reasonable but imperfect approach; ideally filter by object type=database rather than keyword search, which may miss databases not named 'database'."
q20,clear_single,gpt-4o-mini,gmail_create_draft,true,true,4,2328,75,85,1536,0,0.000177,,"Correct tool (create_draft, not send). Recipient is a placeholder since team address wasn't specified, but subject and body appropriately address Friday demo."
q21,clear_single,gpt-4o-mini,gmail_send_email,true,true,4,1189,74,36,1536,0,0.000148,,Correct tool and recipient. Subject and body are reasonable placeholders but 'the spec' likely refers to a specific document/attachment not included; minor content assumption.
q22,clear_single,gpt-4o-mini,todoist_filter_tasks,false,false,1,972,74,17,1536,0,0.000136,,"Model searched for the task instead of reopening it. Could be a reasonable first step to find task ID, but gold expects direct reopen call."
q23,clear_single,gpt-4o-mini,gmail_list_labels,true,true,5,679,71,11,1536,0,0.000132,,Correct tool with no args needed.
q24,clear_single,gpt-4o-mini,gmail_create_label,true,true,5,778,75,16,1536,0,0.000136,,Correct tool and exact label name.
q25,clear_single,gpt-4o-mini,todoist_list_projects,true,true,5,1060,71,12,1536,0,0.000133,,Correct tool with no args needed.
q26,clear_single,gpt-4o-mini,whoop_get_body_measurement,true,true,5,824,75,15,1536,0,0.000135,,Correct tool selected; no arguments needed for this endpoint.
q27,clear_single,gpt-4o-mini,slack_upload_file,true,true,5,1269,77,25,1536,0,0.000142,,Correct tool with channel and file path correctly specified.
q28,clear_single,gpt-4o-mini,notion_search,false,false,1,939,80,15,1536,0,0.000136,,Model chose notion_search to find the Journal parent instead of directly creating the page. Reasonable preliminary step but not the gold tool.
q29,clear_single,gpt-4o-mini,notion_search,true,true,5,864,78,16,1536,0,0.000136,,Search first to locate the Roadmap page is acceptable per notes; query arg is precise.
q30,clear_single,gpt-4o-mini,todoist_filter_tasks,false,false,1,1091,80,18,1536,0,0.000138,,"Model searched for the task first instead of creating the comment directly; wrong tool selected, though args are reasonable for the lookup step."
q31,multi_tool,gpt-4o-mini,calendar_list_events,true,true,4,1047,77,43,1536,0,0.000153,,Correctly chose calendar_list_events first with a full-day range for 'tomorrow'. Date depends on current day assumption; format and scope are reasonable.
q32,multi_tool,gpt-4o-mini,calendar_list_events,true,true,3,1572,78,43,1536,0,0.000153,,"Correct tool to find next meeting. Date range is hardcoded to a past date rather than from now forward, but covers a one-day window which is reasonable in spirit."
q33,multi_tool,gpt-4o-mini,whoop_list_recoveries,true,true,3,1850,75,33,1536,0,0.000146,,"Correct tool selected to fetch recovery first. Date range is a hardcoded 2023 date rather than last night/today, so args are usable but not accurate."
q34,multi_tool,gpt-4o-mini,gmail_search,true,true,5,893,82,21,1536,0,0.000140,,Correctly chose gmail_search with from:Tom and limited to latest result.
q35,ambiguous,gpt-4o-mini,whoop_list_workouts,true,true,3,2070,71,110,1536,0,0.000192,,"Tool is in gold_any_of. Args use a fixed 2023 date rather than actual yesterday, so date range is likely wrong but structurally correct."
q36,ambiguous,gpt-4o-mini,slack_read_channel,true,true,3,2624,69,103,1536,0,0.000187,,Picked a defensible source for 'catch me up'. Args are reasonable defaults but channel was assumed without user input; limit is small but usable.
q37,ambiguous,gpt-4o-mini,gmail_search,true,true,5,938,1608,22,0,0,0.000254,,Correctly chose gmail_search with in:inbox query and reasonable max_results.
q38,ambiguous,gpt-4o-mini,todoist_create_task,true,true,4,924,72,17,1536,0,0.000136,,"Correct tool with appropriate content; no due date specified but user didn't provide one, so minor omission of optional reminder time."
q39,ambiguous,gpt-4o-mini,calendar_list_events,true,true,3,1572,70,43,1536,0,0.000151,,"Correct tool to list events first before cancellation. Date range is hardcoded to a past date rather than 'now' forward, but the approach is usable."
q40,no_tool,gpt-4o-mini,NONE,true,true,5,757,72,9,1536,0,0.000131,,"Correctly answered in text without invoking any tool, as expected."
q41,no_tool,gpt-4o-mini,NONE,true,true,5,6707,71,245,1536,0,0.000273,,Correctly answered with text reply and no tool call for a pure knowledge question.
q42,no_tool,gpt-4o-mini,NONE,true,true,5,977,73,23,1536,0,0.000140,,"Correctly answered with text only, no tool call needed for creative writing request."
q43,no_tool,gpt-4o-mini,NONE,true,true,5,850,73,13,1536,0,0.000134,,"Correctly answered from parametric knowledge without invoking a tool, matching gold NONE."
q44,adversarial,gpt-4o-mini,NONE,true,true,5,1622,1608,51,0,0,0.000272,,Correctly refused since Apple Health is not in the toolset; clarified available tools without hallucinating WHOOP.
q45,adversarial,gpt-4o-mini,NONE,true,true,5,1059,70,26,1536,0,0.000141,,Correctly declined to call any tool since Twitter is unavailable; did not fall back to Slack.
q46,adversarial,gpt-4o-mini,slack_read_channel,true,true,3,1208,77,21,1536,0,0.000139,,"Correct tool and channel, but no time-window filtering (oldest/latest timestamps) for 'last Tuesday before lunch'. Usable but coarse."
q47,param_precision,gpt-4o-mini,todoist_filter_tasks,true,true,5,1466,74,20,1536,0,0.000138,,Correct tool with precise filter query combining project and label.
q48,param_precision,gpt-4o-mini,whoop_list_sleep,true,true,4,1471,75,31,1536,0,0.000145,,"Correct tool with 14-day range, but dates use a stale reference (2023) instead of current date."
q49,param_precision,gpt-4o-mini,slack_read_channel,true,true,5,1080,76,22,1536,0,0.000140,,Correct tool with channel #oncall and limit=200 as required.
q50,param_precision,gpt-4o-mini,gmail_search,true,true,4,1086,79,25,1536,0,0.000142,,"Correct tool and operators, but missing after: date filter for 'last month' constraint."
